Team1,Team2,Score1,Score2,Date/Time,nb_matches1,nb_matches2,goals_past1,goals_past2,ratio_goals_past1,ratio_goals_past2,nb_wins1,nb_wins2,ratio_wins1,ratio_wins2,nb_losses1,nb_losses2,ratio_losses1,ratio_losses2,nb_draws1,nb_draws2,ratio_draws1,ratio_draws2,nb_wins_opp1,nb_wins_opp2,ratio_wins_opp1,ratio_wins_opp2,nb_losses_opp1,nb_losses_opp2,ratio_losses_opp1,ratio_losses_opp2,nb_draws_opp1,nb_draws_opp2,ratio_draws_opp1,ratio_draws_opp2,Ranks1,Ranks2,Points1,Points2,Year,Population1,Population2
Saint Kitts and Nevis,Grenada,1,0,2017-12-03 01:00:00,5,10,4,15,0.26666666666666666,0.4411764705882353,1,3,0.2,0.3,1,3,0.4,0.3,2,4,0.4,0.4,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,89,164,362,131,2017,55345.0,107797.0
Indonesia,Brunei,4,0,2017-12-02 13:30:00,6,0,8,0,0.6153846153846154,0.0,3,0,0.5,0.0,3,0,0.16666666666666666,0.0,2,0,0.3333333333333333,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,175,188,105,65,2017,263510146.0,434448.0
Kyrgyzstan,Mongolia,3,0,2017-12-02 10:00:00,2,0,3,0,0.2727272727272727,0.0,0,0,0.0,0.0,0,0,0.5,0.0,1,0,0.5,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,132,197,233,34,2017,6124945.0,3051900.0
New Caledonia,Vanuatu,1,2,2017-12-02 05:00:00,1,1,1,0,0.5,0.0,0,0,0.0,0.0,0,0,0.0,1.0,1,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,162,179,133,94,2017,269736.0,276331.0
Tonga,Solomon Islands,0,8,2017-12-02 02:00:00,0,2,0,1,0.0,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.5,0,1,0.0,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,206,180,0,90,2017,107797.0,606384.0
Fiji,Tuvalu,8,0,2017-12-01 23:00:00,4,0,2,0,0.4,0.0,1,0,0.25,0.0,1,0,0.25,0.0,2,0,0.5,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,181,0,87,0,2017,902547.0,11192.0
Laos,Philippines,1,3,2017-12-01 09:00:00,2,2,0,1,0.0,0.1111111111111111,0,0,0.0,0.0,0,0,1.0,0.5,0,1,0.0,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,172,126,113,251,2017,7037521.0,103796832.0
New Caledonia,Estonia,1,1,2017-11-26 07:00:00,0,8,0,12,0.0,0.75,0,6,0.0,0.75,0,6,0.0,0.125,0,1,0.0,0.125,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,162,98,133,337,2017,269736.0,1305755.0
Indonesia,Guyana,2,1,2017-11-25 12:30:00,5,2,6,1,0.6,0.3333333333333333,2,0,0.4,0.0,2,0,0.2,0.5,2,1,0.4,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,175,138,105,194,2017,263510146.0,774407.0
Vanuatu,Estonia,0,1,2017-11-23 04:00:00,0,7,0,11,0.0,0.7333333333333333,0,5,0.0,0.7142857142857143,0,5,0.0,0.14285714285714285,0,1,0.0,0.14285714285714285,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,179,98,94,337,2017,276331.0,1305755.0
Fiji,Estonia,0,2,2017-11-19 03:00:00,3,8,2,11,0.6666666666666666,0.6875,1,5,0.3333333333333333,0.625,1,5,0.0,0.125,2,2,0.6666666666666666,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,181,98,87,337,2017,902547.0,1305755.0
Trinidad and Tobago,Guyana,1,1,2017-11-15 00:30:00,7,1,12,0,0.5,0.0,2,0,0.2857142857142857,0.0,2,0,0.42857142857142855,1.0,2,0,0.2857142857142857,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,77,138,436,194,2017,1369157.0,774407.0
Portugal,United States,1,1,2017-11-14 21:45:00,20,6,44,5,0.7096774193548387,0.4545454545454545,12,2,0.6,0.3333333333333333,12,2,0.15,0.3333333333333333,5,2,0.25,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,23,1267,861,2017,10264797.0,326474013.0
England,Brazil,0,0,2017-11-14 21:00:00,14,4,24,8,0.5714285714285714,0.8,6,3,0.42857142857142855,0.75,6,3,0.2857142857142857,0.25,4,0,0.2857142857142857,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,13,1,1119,1715,2017,55029322.32,211243220.0
Austria,Uruguay,2,1,2017-11-14 20:45:00,9,3,9,1,0.5294117647058824,0.14285714285714285,2,0,0.2222222222222222,0.0,2,0,0.1111111111111111,0.6666666666666666,6,1,0.6666666666666666,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,35,16,750,1099,2017,8592400.0,3456877.0
Belgium,Japan,1,0,2017-11-14 20:45:00,8,6,17,10,0.5151515151515151,0.4761904761904762,4,2,0.5,0.3333333333333333,4,2,0.25,0.3333333333333333,2,2,0.25,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,7,45,1292,689,2017,11443830.0,126045211.0
Germany,France,2,2,2017-11-14 20:45:00,17,10,20,23,0.6451612903225806,0.7419354838709677,7,7,0.4117647058823529,0.7,7,7,0.29411764705882354,0.1,5,2,0.29411764705882354,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,6,1511,1332,2017,80636124.0,64938716.0
Wales,Panama,1,1,2017-11-14 20:45:00,3,3,0,6,0.0,0.6666666666666666,0,1,0.0,0.3333333333333333,0,1,1.0,0.6666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,13,59,1119,626,2017,3144532.704,4054640.0
Algeria,Central African Republic,3,0,2017-11-14 20:30:00,3,1,11,1,0.8461538461538461,0.3333333333333333,3,0,1.0,0.0,3,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,53,129,636,237,2017,41063753.0,5098826.0
Hungary,Costa Rica,1,0,2017-11-14 20:15:00,9,1,9,0,0.3,0.0,1,0,0.1111111111111111,0.0,1,0,0.7777777777777778,1.0,1,0,0.1111111111111111,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,33,19,802,913,2017,9787905.0,4866243.0
England,Germany,2,1,2017-11-14 20:00:00,14,16,24,19,0.5454545454545454,0.6785714285714286,5,7,0.35714285714285715,0.4375,5,7,0.35714285714285715,0.25,4,5,0.2857142857142857,0.3125,0,2,0.0,0.5,2,0,0.5,0.0,2,2,0.5,0.5,13,3,1119,1511,2017,55029322.32,80417526.0
Romania,Netherlands,0,3,2017-11-14 20:00:00,5,16,6,38,0.375,0.7037037037037037,2,9,0.4,0.5625,2,9,0.6,0.3125,0,2,0.0,0.125,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,46,31,686,820,2017,19237513.0,17005497.0
Russia,Spain,3,3,2017-11-14 19:45:00,17,9,36,21,0.6,0.7241379310344828,7,6,0.4117647058823529,0.6666666666666666,7,6,0.4117647058823529,0.1111111111111111,3,2,0.17647058823529413,0.2222222222222222,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,63,10,561,1198,2017,143375006.0,46070146.0
Italy,Russia,3,2,2017-11-14 18:30:00,16,16,35,34,0.6730769230769231,0.6181818181818182,9,7,0.5625,0.4375,9,7,0.3125,0.375,2,3,0.125,0.1875,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,12,63,1193,561,2017,59797978.0,143375006.0
Slovakia,Norway,1,0,2017-11-14 18:00:00,12,9,12,8,0.3157894736842105,0.3636363636363637,2,2,0.16666666666666666,0.2222222222222222,2,2,0.5833333333333334,0.4444444444444444,3,3,0.25,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,21,87,883,391,2017,5432157.0,5330800.0
Qatar,Iceland,1,1,2017-11-14 17:30:00,10,9,14,13,0.5,0.4814814814814815,3,4,0.3,0.4444444444444444,3,4,0.4,0.4444444444444444,3,1,0.3,0.1111111111111111,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,88,22,374,877,2017,2338085.0,334303.0
Argentina,Nigeria,2,4,2017-11-14 17:30:00,4,2,12,4,0.9230769230769232,0.8,4,1,1.0,0.5,4,1,0.0,0.0,0,1,0.0,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,38,1626,730,2017,44272125.0,191835936.0
Portugal,Spain,2,1,2017-11-14 17:00:00,19,8,42,20,0.7118644067796609,0.7692307692307693,11,6,0.5789473684210527,0.75,11,6,0.15789473684210525,0.0,5,2,0.2631578947368421,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,10,1267,1198,2017,10264797.0,46070146.0
Gabon,Botswana,0,0,2017-11-14 15:30:00,4,3,3,2,0.42857142857142855,0.3333333333333333,0,1,0.0,0.3333333333333333,0,1,0.25,0.6666666666666666,3,0,0.75,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,86,121,409,273,2017,1801232.0,2343981.0
United Arab Emirates,Uzbekistan,1,0,2017-11-14 14:00:00,2,5,4,13,0.8,0.6842105263157895,1,3,0.5,0.6,1,3,0.5,0.2,0,1,0.0,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,75,62,450,582,2017,9397599.0,30690914.0
China,Colombia,0,4,2017-11-14 12:35:00,2,4,8,7,0.7272727272727273,0.5833333333333334,1,1,0.5,0.25,1,1,0.5,0.5,0,1,0.0,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,82,5,425,1366,2017,1388232693.0,48466928.0
South Korea,Serbia,1,1,2017-11-14 12:00:00,8,15,8,20,0.32,0.5263157894736842,1,7,0.125,0.4666666666666667,1,7,0.625,0.4,2,2,0.25,0.13333333333333333,0,1,0.0,1.0,1,0,1.0,0.0,0,0,0.0,0.0,114,50,307,666,2017,50704971.0,8776940.0
Poland,Mexico,0,1,2017-11-13 20:45:00,11,6,8,11,0.4,0.6111111111111112,3,4,0.2727272727272727,0.6666666666666666,3,4,0.3636363636363637,0.16666666666666666,4,1,0.3636363636363637,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,10,17,1198,1050,2017,38563573.0,130222815.0
Turkey,Albania,2,3,2017-11-13 18:30:00,6,6,11,4,0.5789473684210527,0.3333333333333333,2,1,0.3333333333333333,0.16666666666666666,2,1,0.3333333333333333,0.6666666666666666,2,1,0.3333333333333333,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,25,66,855,544,2017,80417526.0,2911428.0
Bulgaria,Saudi Arabia,1,0,2017-11-13 18:00:00,5,7,2,15,0.3333333333333333,0.5357142857142857,2,3,0.4,0.42857142857142855,2,3,0.6,0.42857142857142855,0,1,0.0,0.14285714285714285,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,60,53,615,636,2017,7045259.0,32742664.0
Czech Republic,Ireland,4,1,2017-11-13 17:00:00,21,8,35,9,0.5303030303030303,0.39130434782608703,10,3,0.4761904761904762,0.375,10,3,0.3333333333333333,0.625,4,0,0.19047619047619047,0.0,0,1,0.0,1.0,1,0,1.0,0.0,0,0,0.0,0.0,44,26,690,854,2017,10555130.0,4741305.0
Iraq,Syria,1,1,2017-11-13 16:00:00,6,4,6,5,0.6666666666666666,0.5555555555555556,3,1,0.5,0.25,3,1,0.0,0.0,3,3,0.5,0.75,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,120,77,280,436,2017,38654287.0,19173322.0
Venezuela,Iran,0,1,2017-11-13 15:00:00,3,5,7,7,0.7,0.6363636363636364,1,3,0.3333333333333333,0.6,1,3,0.0,0.2,2,1,0.6666666666666666,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,58,30,630,829,2017,31925705.0,80945718.0
Armenia,Cyprus,3,2,2017-11-13 15:00:00,5,17,13,9,0.8666666666666667,0.2307692307692308,5,3,1.0,0.17647058823529413,5,3,0.0,0.7058823529411765,0,2,0.0,0.1176470588235294,2,0,1.0,0.0,0,2,0.0,1.0,0,0,0.0,0.0,68,91,527,356,2017,3031670.0,1187575.0
Georgia,Belarus,2,2,2017-11-13 15:00:00,14,8,26,7,0.65,0.28,8,2,0.5714285714285714,0.25,8,2,0.2857142857142857,0.625,2,1,0.14285714285714285,0.125,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,122,83,271,419,2017,3972532.0,9397599.0
Serbia,Netherlands,0,2,2017-11-13 14:00:00,14,17,20,38,0.5555555555555556,0.6909090909090909,7,9,0.5,0.5294117647058824,7,9,0.35714285714285715,0.29411764705882354,2,3,0.14285714285714285,0.17647058823529413,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,50,31,666,820,2017,8776940.0,17005497.0
Belgium,Netherlands,1,4,2017-11-13 13:00:00,7,16,16,34,0.5714285714285714,0.68,4,8,0.5714285714285714,0.5,4,8,0.14285714285714285,0.3125,2,3,0.2857142857142857,0.1875,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,7,31,1292,820,2017,11443830.0,17005497.0
Togo,Mauritius,6,0,2017-11-12 16:30:00,8,3,5,3,0.3125,0.3333333333333333,2,0,0.25,0.0,2,0,0.625,0.6666666666666666,1,1,0.125,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,112,150,317,175,2017,7691915.0,1281353.0
Benin,Tanzania,1,1,2017-11-12 16:00:00,8,4,9,5,0.5294117647058824,0.5,2,2,0.25,0.5,2,2,0.125,0.25,5,1,0.625,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,81,139,427,193,2017,11458611.0,56877529.0
Malta,Estonia,0,3,2017-11-12 15:00:00,4,7,3,8,0.25,0.6153846153846154,1,4,0.25,0.5714285714285714,1,4,0.5,0.14285714285714285,1,2,0.25,0.2857142857142857,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,182,98,84,337,2017,420521.0,1305755.0
Cyprus,Germany,0,3,2017-11-12 13:30:00,16,16,9,20,0.25,0.6896551724137931,3,7,0.1875,0.4375,3,7,0.6875,0.25,2,5,0.125,0.3125,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,91,3,356,1511,2017,1187575.0,80417526.0
Trinidad and Tobago,Grenada,2,2,2017-11-12 00:30:00,6,9,10,13,0.5,0.43333333333333335,2,3,0.3333333333333333,0.3333333333333333,2,3,0.5,0.3333333333333333,1,3,0.16666666666666666,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,77,164,436,131,2017,1369157.0,107797.0
Spain,Costa Rica,5,0,2017-11-11 21:30:00,8,0,17,0,0.7391304347826086,0.0,6,0,0.75,0.0,6,0,0.0,0.0,2,0,0.25,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,10,19,1198,913,2017,46070146.0,4866243.0
Dominican Republic,Nicaragua,1,0,2017-11-11 21:00:00,2,8,7,8,1.0,0.3636363636363637,2,2,1.0,0.25,2,2,0.0,0.625,0,1,0.0,0.125,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,145,100,184,331,2017,10766564.0,6217796.0
Qatar,Czech Republic,0,1,2017-11-11 17:30:00,9,21,14,35,0.5185185185185185,0.5072463768115942,3,9,0.3333333333333333,0.42857142857142855,3,9,0.3333333333333333,0.3809523809523809,3,4,0.3333333333333333,0.19047619047619047,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,88,44,374,690,2017,2338085.0,10555130.0
Comoros,Madagascar,1,1,2017-11-11 15:00:00,4,1,4,2,0.4444444444444444,0.6666666666666666,1,1,0.25,1.0,1,1,0.25,0.0,2,0,0.5,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,144,97,186,341,2017,825920.0,25612972.0
Namibia,Zimbabwe,3,1,2017-11-11 15:00:00,0,4,0,4,0.0,0.8,0,1,0.0,0.25,0,1,0.0,0.0,0,3,0.0,0.75,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,94,115,345,303,2017,2568569.0,16337760.0
England,Russia,2,1,2017-11-11 14:00:00,13,15,22,35,0.5365853658536586,0.625,4,7,0.3076923076923077,0.4666666666666667,4,7,0.38461538461538464,0.3333333333333333,4,3,0.3076923076923077,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,13,63,1119,561,2017,55029322.32,143375006.0
Russia,Argentina,0,1,2017-11-11 14:00:00,15,3,35,11,0.625,0.9166666666666666,7,3,0.4666666666666667,1.0,7,3,0.3333333333333333,0.0,3,0,0.2,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,63,2,561,1626,2017,143375006.0,44405055.0
Malawi,Lesotho,1,1,2017-11-11 13:30:00,3,2,2,1,0.6666666666666666,0.5,1,1,0.3333333333333333,0.5,1,1,0.0,0.5,2,0,0.6666666666666666,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,117,140,287,190,2017,18298679.0,2185159.0
Portugal,Saudi Arabia,3,0,2017-11-10 21:45:00,19,6,42,15,0.7,0.6,11,3,0.5789473684210527,0.5,11,3,0.15789473684210525,0.3333333333333333,5,1,0.2631578947368421,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,53,1267,636,2017,10264797.0,32742664.0
England,Germany,0,0,2017-11-10 21:00:00,12,15,22,20,0.5365853658536586,0.6896551724137931,4,7,0.3333333333333333,0.4666666666666667,4,7,0.4166666666666667,0.26666666666666666,3,4,0.25,0.26666666666666666,0,2,0.0,0.6666666666666666,2,0,0.6666666666666666,0.0,1,1,0.3333333333333333,0.3333333333333333,13,3,1119,1511,2017,55029322.32,80417526.0
France,Wales,2,0,2017-11-10 21:00:00,12,2,26,0,0.7027027027027027,0.0,7,0,0.5833333333333334,0.0,7,0,0.16666666666666666,1.0,3,0,0.25,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,6,13,1332,1119,2017,64938716.0,3144532.704
Poland,Uruguay,0,0,2017-11-10 20:45:00,11,2,8,1,0.3809523809523809,0.14285714285714285,3,0,0.2727272727272727,0.0,3,0,0.4545454545454545,1.0,3,0,0.2727272727272727,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,10,16,1198,1099,2017,38563573.0,3456877.0
Belgium,Mexico,3,3,2017-11-10 20:45:00,6,5,13,8,0.5909090909090909,0.6666666666666666,4,4,0.6666666666666666,0.8,4,4,0.16666666666666666,0.2,1,0,0.16666666666666666,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,7,17,1292,1050,2017,11443830.0,130222815.0
Ukraine,Slovakia,2,1,2017-11-10 19:00:00,10,13,10,13,0.6666666666666666,0.325,5,3,0.5,0.2307692307692308,5,3,0.2,0.5384615384615384,3,3,0.3,0.2307692307692308,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,37,21,737,883,2017,44405055.0,5432157.0
Georgia,Cyprus,1,0,2017-11-10 14:00:00,14,16,25,11,0.5813953488372093,0.28205128205128205,7,3,0.5,0.1875,7,3,0.35714285714285715,0.625,2,3,0.14285714285714285,0.1875,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,122,91,271,356,2017,3972532.0,1187575.0
United Arab Emirates,Haiti,0,1,2017-11-10 13:55:00,1,1,4,3,1.0,0.5,1,0,1.0,0.0,1,0,0.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,75,64,450,554,2017,9397599.0,10983274.0
Japan,Brazil,1,3,2017-11-10 13:00:00,6,3,13,5,0.6190476190476191,0.8333333333333334,3,2,0.5,0.6666666666666666,3,2,0.16666666666666666,0.3333333333333333,2,0,0.3333333333333333,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,45,1,689,1715,2017,126045211.0,211243220.0
China,Serbia,0,2,2017-11-10 12:35:00,1,14,8,20,0.8888888888888888,0.5405405405405406,1,7,1.0,0.5,1,7,0.0,0.35714285714285715,0,2,0.0,0.14285714285714285,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,82,50,425,666,2017,1388232693.0,8776940.0
South Korea,Colombia,2,1,2017-11-10 12:00:00,8,5,8,9,0.3333333333333333,0.75,1,3,0.125,0.6,1,3,0.625,0.2,2,1,0.25,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,114,5,307,1366,2017,50704971.0,48466928.0
Belarus,Lithuania,0,0,2017-11-10 10:30:00,8,3,7,4,0.2692307692307692,0.4444444444444444,2,1,0.25,0.3333333333333333,2,1,0.75,0.6666666666666666,0,0,0.0,0.0,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,83,104,419,327,2017,9458535.0,2813285.0
Scotland,Netherlands,0,1,2017-11-09 20:45:00,4,17,4,35,0.3636363636363637,0.6481481481481481,0,7,0.0,0.4117647058823529,0,7,0.5,0.35294117647058826,2,4,0.5,0.2352941176470588,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,61,31,603,820,2017,5437421.134000001,17005497.0
Luxembourg,Hungary,2,1,2017-11-09 20:00:00,3,8,7,8,0.7,0.2962962962962963,2,1,0.6666666666666666,0.125,2,1,0.3333333333333333,0.75,0,1,0.0,0.125,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,145,33,184,802,2017,584103.0,9787905.0
Iran,Panama,2,1,2017-11-09 19:30:00,5,2,13,5,0.7647058823529411,0.8333333333333334,3,1,0.6,0.5,3,1,0.2,0.5,1,0,0.2,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,30,59,829,626,2017,80945718.0,4054640.0
Romania,Turkey,2,0,2017-11-09 19:15:00,4,6,4,11,0.2857142857142857,0.6111111111111112,1,2,0.25,0.3333333333333333,1,2,0.75,0.3333333333333333,0,2,0.0,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,46,25,686,855,2017,19237513.0,80636124.0
Finland,Estonia,3,0,2017-11-09 18:00:00,14,6,10,8,0.2857142857142857,0.8,3,4,0.21428571428571427,0.6666666666666666,3,4,0.42857142857142855,0.0,5,2,0.35714285714285715,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,108,98,323,337,2017,5541274.0,1305755.0
Netherlands,Czech Republic,1,4,2017-11-09 18:00:00,16,20,34,31,0.6938775510204082,0.484375,7,8,0.4375,0.4,7,8,0.3125,0.4,4,4,0.25,0.2,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,31,44,820,690,2017,17032845.0,10555130.0
Netherlands,Italy,2,1,2017-11-09 16:00:00,15,17,32,36,0.6956521739130435,0.6545454545454545,6,9,0.4,0.5294117647058824,6,9,0.3333333333333333,0.35294117647058826,4,2,0.26666666666666666,0.1176470588235294,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,31,12,820,1193,2017,17032845.0,59797978.0
Armenia,Belarus,4,1,2017-11-09 15:00:00,4,8,9,7,0.9,0.3181818181818182,4,3,1.0,0.375,4,3,0.0,0.625,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,68,83,527,419,2017,3031670.0,9397599.0
Belgium,Ireland,3,0,2017-11-09 14:00:00,7,7,12,9,0.5454545454545454,0.45,4,3,0.5714285714285714,0.42857142857142855,4,3,0.14285714285714285,0.5714285714285714,2,0,0.2857142857142857,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,7,26,1292,854,2017,11443830.0,4741305.0
Hong Kong,Bahrain,0,2,2017-11-09 13:00:00,6,5,7,1,0.5,0.16666666666666666,2,0,0.3333333333333333,0.0,2,0,0.3333333333333333,0.4,2,3,0.3333333333333333,0.6,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,148,133,179,232,2017,7401941.0,1418895.0
Cambodia,Myanmar,1,2,2017-11-09 12:30:00,6,6,5,8,0.2272727272727273,0.4705882352941176,0,3,0.0,0.5,0,3,1.0,0.3333333333333333,0,1,0.0,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,174,163,107,132,2017,16076370.0,54836483.0
Singapore,Lebanon,0,1,2017-11-09 12:30:00,7,2,5,1,0.25,0.5,1,0,0.14285714285714285,0.0,1,0,0.5714285714285714,0.0,2,2,0.2857142857142857,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,157,135,143,228,2017,5784538.0,6039277.0
Austria,Poland,0,1,2017-11-09 11:00:00,8,10,9,7,0.5625,0.35,2,2,0.25,0.2,2,2,0.0,0.5,6,3,0.75,0.3,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,35,10,750,1198,2017,8592400.0,38563573.0
Nicaragua,Dominican Republic,0,3,2017-11-09 01:30:00,7,1,8,4,0.42105263157894735,1.0,2,1,0.2857142857142857,1.0,2,1,0.5714285714285714,0.0,1,0,0.14285714285714285,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,100,145,331,184,2017,6217796.0,10892931.0
England,Portugal,3,2,2017-11-08 20:00:00,12,18,22,40,0.5365853658536586,0.7272727272727273,4,11,0.3333333333333333,0.6111111111111112,4,11,0.4166666666666667,0.1111111111111111,3,5,0.25,0.2777777777777778,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,13,8,1119,1267,2017,55029322.32,10264797.0
Iceland,Czech Republic,1,2,2017-11-08 15:45:00,8,19,12,29,0.5,0.4754098360655738,4,7,0.5,0.3684210526315789,4,7,0.375,0.42105263157894735,1,4,0.125,0.21052631578947367,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,22,44,877,690,2017,334303.0,10555130.0
Congo,Benin,1,1,2017-11-08 15:30:00,5,7,4,8,0.3333333333333333,0.5333333333333333,1,2,0.2,0.2857142857142857,1,2,0.8,0.14285714285714285,0,4,0.0,0.5714285714285714,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,39,81,728,427,2017,4866243.0,11494760.0
Saudi Arabia,Latvia,2,0,2017-11-07 18:00:00,5,5,13,5,0.5652173913043478,0.21739130434782608,2,1,0.4,0.2,2,1,0.4,0.8,1,0,0.2,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,53,122,636,271,2017,32742664.0,1932871.0
Bermuda,Barbados,2,3,2017-10-29 01:00:00,3,6,6,7,0.4615384615384616,0.3888888888888889,1,1,0.3333333333333333,0.16666666666666666,1,1,0.3333333333333333,0.6666666666666666,1,1,0.3333333333333333,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,185,169,75,116,2017,61349.0,282761.0
Grenada,Panama,0,5,2017-10-25 01:00:00,8,1,13,0,0.52,0.0,3,0,0.375,0.0,3,0,0.25,1.0,3,0,0.375,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,164,59,131,626,2017,107850.0,4054640.0
